name,height,reach,dob,url
Nolan Ticman,"5' 6""",--,"May 17, 1988",http://ufcstats.com/fighter-details/9eb069062a0cfc13
Charlie Brenneman,"5' 10""","70""","Feb 09, 1981",http://ufcstats.com/fighter-details/98f6da59d765ec94
Lissette Neri,"5' 2""",--,"Aug 05, 1987",http://ufcstats.com/fighter-details/f4db63258ecf0613
Tor Troeng,"6' 2""",--,"Jan 25, 1983",http://ufcstats.com/fighter-details/8abf70f79e9e27c2
Ebenezer Fontes Braga,"6' 0""",--,"Apr 14, 1969",http://ufcstats.com/fighter-details/dc950d59dc590aca
Tatsuro Taira,"5' 7""","70""","Jan 27, 2000",http://ufcstats.com/fighter-details/4461d7e47375a895
Nick Bustamante,"5' 9""",--,--,http://ufcstats.com/fighter-details/51b1ca2a4b064101
Dan Charles,"6' 2""",--,"Sep 24, 1985",http://ufcstats.com/fighter-details/32a4f1235f0dad73
Hatsu Hioki,"5' 11""","73""","Jul 18, 1983",http://ufcstats.com/fighter-details/ef7fa30364cbe7f2
Josh Rafferty,"6' 0""",--,"Jan 06, 1981",http://ufcstats.com/fighter-details/ff2c606c8bc365e3
Ryan Tobar,--,--,--,http://ufcstats.com/fighter-details/57481f1f10530c61
Erick Wanderlei,"6' 1""",--,"Jun 20, 1976",http://ufcstats.com/fighter-details/d57e6a8971b6d2bd
Joe Son,"5' 4""",--,"Nov 22, 1970",http://ufcstats.com/fighter-details/83b743fedde154fb
Giga Chikadze,"6' 0""","74""","Aug 25, 1988",http://ufcstats.com/fighter-details/9560ff14eb3129f7
Carlton Jones,"6' 1""",--,--,http://ufcstats.com/fighter-details/f117c3e8c1aa7b9e
Kaleo Kwan,"5' 7""",--,"Aug 01, 1970",http://ufcstats.com/fighter-details/2545c7f47a65bca3
Kyle Dietz,"5' 8""",--,"Apr 29, 1986",http://ufcstats.com/fighter-details/31da66df48c0c1a0
Travis Johnson,--,--,--,http://ufcstats.com/fighter-details/443835675e8fc6ca
Zach Light,"5' 8""",--,"Feb 06, 1974",http://ufcstats.com/fighter-details/5d7c18191b8aa432
Chase Gormley,"6' 3""",--,"Aug 11, 1983",http://ufcstats.com/fighter-details/052ceb8976695342
Max Rohskopf,"6' 1""","71""","Sep 27, 1994",http://ufcstats.com/fighter-details/59a27d2e6d0802ac
Razak Al-Hassan,"6' 2""",--,"May 14, 1982",http://ufcstats.com/fighter-details/38b50fd1e1b5b656
Jorgen Kruth,"6' 2""",--,"May 08, 1974",http://ufcstats.com/fighter-details/6071d786f6187810
Yair Rodriguez,"5' 11""","71""","Oct 06, 1992",http://ufcstats.com/fighter-details/cbf5e6f231b55443
Levi Rodrigues Jr.,"6' 0""","76""","Oct 15, 1996",http://ufcstats.com/fighter-details/9ac4e43ed56429ed
Shaheen Santana,"6' 1""","75""","Jun 04, 1991",http://ufcstats.com/fighter-details/19809d475ed832d5
Ed Herman,"6' 1""","77""","Oct 02, 1980",http://ufcstats.com/fighter-details/06f36cf4bd97ec77
Joanderson Brito,"5' 8""","72""","Feb 11, 1995",http://ufcstats.com/fighter-details/791c8437b341fba5
Fabian Gonzalez,"5' 10""",--,--,http://ufcstats.com/fighter-details/69c071bc2621e8b0
Yuji Hisamatsu,"5' 10""",--,"Sep 18, 1971",http://ufcstats.com/fighter-details/8332a607df696345
Justin McElfresh,"6' 6""",--,"Jan 04, 1980",http://ufcstats.com/fighter-details/49c29e57d4e2be6f
Carli Judice,"5' 7""","68""","Mar 02, 1999",http://ufcstats.com/fighter-details/f1ab6f37492c630a
Adam Schindler,"5' 8""",--,"May 19, 1983",http://ufcstats.com/fighter-details/89ea01f5a7ada40c
Jakub Wiklacz,"5' 10""","72""","Sep 10, 1996",http://ufcstats.com/fighter-details/6902fcf0610dd303
Clint Godfrey,"5' 6""",--,"Oct 21, 1982",http://ufcstats.com/fighter-details/bd85ca0bb4f26cfc
Fatima Kline,"5' 6""","67""","Jul 12, 2000",http://ufcstats.com/fighter-details/745fa7b605f8e2da
Javid Basharat,"5' 9""","69""","Sep 07, 1995",http://ufcstats.com/fighter-details/bbab3baf66128ae2
Tyler Diamond,"5' 7""","69""","Mar 18, 1991",http://ufcstats.com/fighter-details/f5f6419c5f00abad
Valmir Lazaro,"6' 0""","73""","Aug 15, 1985",http://ufcstats.com/fighter-details/777dea713da2441d
Isaac Vallie-Flagg,"5' 8""","70""","Apr 08, 1978",http://ufcstats.com/fighter-details/c295de4e10acd4c9
Dorian Ramos,"5' 8""","70""","Dec 31, 1993",http://ufcstats.com/fighter-details/fa4dcb2c8de482ee
Justin Guthrie,"6' 1""",--,"Jan 19, 1981",http://ufcstats.com/fighter-details/a789defa9086da46
Michael McDonald,"5' 9""","70""","Jan 15, 1991",http://ufcstats.com/fighter-details/d0314416a7f26527
Namsrai Batbayar,"5' 4""","68""","Dec 29, 2000",http://ufcstats.com/fighter-details/e1f8beeb6d2d871a
Thanh Le,"5' 9""","74""","Aug 28, 1985",http://ufcstats.com/fighter-details/882b3f5a0774d575
Scott Ferrozzo,"5' 11""",--,"Apr 26, 1965",http://ufcstats.com/fighter-details/977081bc01197656
Jared Papazian,"5' 8""","67""","Feb 01, 1988",http://ufcstats.com/fighter-details/edad57b3dddf2168
Johil de Oliveira,"5' 6""",--,"Aug 07, 1969",http://ufcstats.com/fighter-details/f9aa6376ae16bfb4
Alex Higley,"5' 10""",--,--,http://ufcstats.com/fighter-details/2af2d675f7d847e3
Ryan Hall,"5' 10""","70""","Feb 22, 1985",http://ufcstats.com/fighter-details/8866c6f509c19089
Fabiano Iha,"5' 8""",--,"Jul 28, 1970",http://ufcstats.com/fighter-details/263ebd4a669e1e98
Yusaku Nakamura,"5' 5""",--,"Jun 21, 1986",http://ufcstats.com/fighter-details/03e8df49c4a059ba
Miguel Torres,"5' 9""","76""","Jan 18, 1981",http://ufcstats.com/fighter-details/33b2f68ef95252e0
Gesias Cavalcante,"5' 8""","71""","Jul 06, 1983",http://ufcstats.com/fighter-details/2a74bbba57058f12
Mark Climaco,"5' 4""","65""","Nov 06, 1997",http://ufcstats.com/fighter-details/60098849c703e389
Darrius Flowers,"5' 9""","71""","Aug 25, 1994",http://ufcstats.com/fighter-details/65db4065e2bc107d
Darren Uyenoyama,"5' 6""","65""","Oct 15, 1979",http://ufcstats.com/fighter-details/6546af7ab545b90c
Billy Pasulatan,"5' 5""","66""","Aug 07, 1991",http://ufcstats.com/fighter-details/e5a59983f4603621
Ken Shamrock,"6' 1""","72""","Feb 11, 1964",http://ufcstats.com/fighter-details/63b65af1c5cb02cb
Jack Cartwright,"5' 9""","68""","May 26, 1994",http://ufcstats.com/fighter-details/1f592bfefb0d62a3
Carlos Prates,"6' 1""","78""","Aug 17, 1993",http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3
Francois Botha,"6' 2""",--,"Sep 28, 1968",http://ufcstats.com/fighter-details/545d549d6bf87187
Victor Rodriguez,"5' 5""","67""","Sep 05, 1992",http://ufcstats.com/fighter-details/f6e5972c9d16c40e
Imani Lee,--,--,"Jul 17, 1977",http://ufcstats.com/fighter-details/0802be3516ef8f66
Jordan Vucenic,"5' 10""","73""","Mar 02, 1996",http://ufcstats.com/fighter-details/6d38e41efa47a72d
Chris Solomon,"5' 11""",--,--,http://ufcstats.com/fighter-details/324c7a749128df8d
Xue Do Won,"5' 7""",--,--,http://ufcstats.com/fighter-details/daa89f01e1c0f42a
Steve Montgomery,"6' 4""",--,"Dec 19, 1990",http://ufcstats.com/fighter-details/6e92eb1242b46636
Brock Larson,"5' 11""","71""","Aug 23, 1977",http://ufcstats.com/fighter-details/5eedbf1e9601be35
Mike Glenn,--,--,"Oct 09, 1977",http://ufcstats.com/fighter-details/ed133185689088b3
Drew McFedries,"6' 0""","72""","Jul 27, 1978",http://ufcstats.com/fighter-details/1fd4fbdcc67de844
Jansey Silva,"6' 2""","67""","May 30, 1995",http://ufcstats.com/fighter-details/0d09efd31eb9fadf
Ivan Salaverry,"6' 0""",--,"Jan 11, 1971",http://ufcstats.com/fighter-details/394f55ebca199124
Galore Bofando,"5' 11""","72""","May 22, 1982",http://ufcstats.com/fighter-details/8a56ea383fd26e52
Nate James,"6' 0""",--,"May 29, 1978",http://ufcstats.com/fighter-details/a34fecf2f4e5a317
Rickson Gracie,"5' 10""",--,"Nov 20, 1958",http://ufcstats.com/fighter-details/194fc025f9355db6
Emily Kagan,"5' 3""",--,"Jul 14, 1981",http://ufcstats.com/fighter-details/c1ea9d56cd953586
Peter Petties,"5' 11""","72""","Dec 20, 1990",http://ufcstats.com/fighter-details/7ea5d60d2e6a8ad0
Erisson Ferreira,"5' 6""","70""","May 03, 1991",http://ufcstats.com/fighter-details/1c2a8915f8431507
Jacqueline Cavalcanti,"5' 8""","70""","Aug 29, 1997",http://ufcstats.com/fighter-details/e3964ece586e0635
Brian Gassaway,"6' 1""",--,"Aug 07, 1972",http://ufcstats.com/fighter-details/e4770d5ed44a3970
Brandon Holmes,"6' 2""","74""","Feb 05, 1997",http://ufcstats.com/fighter-details/f295d50c56339ab6
Jaimelene Nievera,"5' 5""",--,"Oct 28, 1984",http://ufcstats.com/fighter-details/3edf45e1717fa764
Dmitri Stepanov,"6' 3""",--,--,http://ufcstats.com/fighter-details/738acab0c6934dd8
Marcos Mariano,"6' 1""","76""","Oct 12, 1986",http://ufcstats.com/fighter-details/72e5e5a6edfa8223
Bharat Kandare,"5' 7""","72""","Jun 20, 1987",http://ufcstats.com/fighter-details/efd2b3e9bb7965a4
Brad Katona,"5' 6""","64""","Dec 19, 1991",http://ufcstats.com/fighter-details/7b433309b0fd12aa
Elise Reed,"5' 3""","63""","Dec 05, 1992",http://ufcstats.com/fighter-details/ac7c765882f2c68c
Seth Baczynski,"6' 3""","75""","Oct 26, 1981",http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Rafael Cavalcante,"6' 1""","74""","Apr 14, 1980",http://ufcstats.com/fighter-details/5c1ca0c72b599a3c
Teila Tuli,"6' 0""",--,"Jun 14, 1969",http://ufcstats.com/fighter-details/96eff1a628adcc7f
CJ Vergara,"5' 6""","68""","Jun 18, 1991",http://ufcstats.com/fighter-details/077e3ace32b72be9
Leo Sylvest,"5' 11""",--,"Sep 03, 1973",http://ufcstats.com/fighter-details/58a36b4ccf5dc30e
Mike Grundy,"5' 7""","72""","Jan 03, 1987",http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
Don'Tale Mayes,"6' 6""","81""","Jan 16, 1992",http://ufcstats.com/fighter-details/1a9480fc288e55d7
Tommy Gantt,"5' 11""","76""","Jan 09, 1993",http://ufcstats.com/fighter-details/de83f920fd302871
Alex Huddleston,"6' 7""",--,"Aug 11, 1986",http://ufcstats.com/fighter-details/8b9197746bd3e005
Martin Day,"5' 10""","73""","Nov 10, 1988",http://ufcstats.com/fighter-details/ea3dcc417c322064
Kyle Jensen,"5' 9""",--,"Jul 20, 1979",http://ufcstats.com/fighter-details/aec273fcb765330d
Aaron Wetherspoon,--,--,"Jan 11, 1979",http://ufcstats.com/fighter-details/1ce7998e0a215caa
Jose Landi-Jons,"5' 11""",--,"Sep 09, 1973",http://ufcstats.com/fighter-details/7e062824c175f975
Danilo Marques,"6' 6""","77""","Dec 26, 1985",http://ufcstats.com/fighter-details/687c15b2eddfaa63
Cameron Else,"5' 9""","71""","Apr 27, 1987",http://ufcstats.com/fighter-details/5f3da9a9610d8969
Francisco Figueiredo,"5' 6""","68""","Oct 23, 1989",http://ufcstats.com/fighter-details/cdadae5363b66eef
Bobby Nash,"6' 0""","74""","Mar 26, 1990",http://ufcstats.com/fighter-details/7dfb56f24fe5ddea
Takahiro Oba,"5' 8""",--,"Aug 14, 1976",http://ufcstats.com/fighter-details/7139cd2ae4bf6a29
Quillan Salkilld,"6' 0""","75""","Dec 28, 1999",http://ufcstats.com/fighter-details/17734443a833cdf7
Sean Loeffler,"6' 3""",--,"May 23, 1982",http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931
Nick Barnes,"5' 11""",--,--,http://ufcstats.com/fighter-details/78a5eea49638685d
Alex Morono,"5' 11""","72""","Aug 16, 1990",http://ufcstats.com/fighter-details/cdb96af67d096b1e
Jason Novelli,"6' 0""",--,"Jun 08, 1979",http://ufcstats.com/fighter-details/459e4dc69ec669b2
Nick Pace,"5' 7""","68""","Apr 17, 1987",http://ufcstats.com/fighter-details/8cb76103cd8a1562
Kenyon Jackson,"6' 0""",--,--,http://ufcstats.com/fighter-details/56c5132870a526d5
Estevan Payan,"5' 10""",--,"Mar 14, 1982",http://ufcstats.com/fighter-details/d0a5ef38a7778ac2
Diego Rivas,"5' 8""","69""","Nov 11, 1991",http://ufcstats.com/fighter-details/09f579be4520394a
Bryan Travers,--,--,"Apr 11, 1983",http://ufcstats.com/fighter-details/008cf84faae9c7a5
Cyborg Abreu,--,--,"Dec 20, 1980",http://ufcstats.com/fighter-details/f689bd7bbd14b392
Ray Borg,"5' 4""","63""","Aug 04, 1993",http://ufcstats.com/fighter-details/a4de54ea806fb525
Idris Wasi,"6' 0""",--,"Dec 11, 1989",http://ufcstats.com/fighter-details/8a19676a3388845a
Kazunari Murakami,"6' 1""",--,"Nov 29, 1973",http://ufcstats.com/fighter-details/cfbccfed4e4796fe
Tim Hague,"6' 4""","76""","May 09, 1983",http://ufcstats.com/fighter-details/219a254e15d60135
Isaac Thomson,"5' 10""","69""","May 03, 2002",http://ufcstats.com/fighter-details/5d8006587d6a6711
Solomon Hutcherson,"5' 11""",--,"Aug 31, 1972",http://ufcstats.com/fighter-details/155bfc7ed36622df
Ilima Macfarlane,"5' 4""",--,--,http://ufcstats.com/fighter-details/8cf90e41646491fd
Sean Gannon,"6' 3""",--,--,http://ufcstats.com/fighter-details/6d7886b094b471ac
Nicolae Negumereanu,"6' 0""","78""","Sep 04, 1994",http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Stephan Bonnar,"6' 4""","79""","Apr 04, 1977",http://ufcstats.com/fighter-details/c6a33ff198aaaeeb
Travis Lutter,"5' 11""","75""","May 12, 1973",http://ufcstats.com/fighter-details/622f015c81a9b13a
Syuri Kondo,"5' 4""","66""","Feb 08, 1989",http://ufcstats.com/fighter-details/a851c35f58199231
Eric Smith,--,--,--,http://ufcstats.com/fighter-details/9114c8ded5ccd71d
Antonio Mendes,"6' 3""","77""","Apr 19, 1981",http://ufcstats.com/fighter-details/3795fca327cbcf23
Guilherme Costa,--,--,--,http://ufcstats.com/fighter-details/28877eddb1c0b967
Henry Cejudo,"5' 4""","64""","Feb 09, 1987",http://ufcstats.com/fighter-details/056c493bbd76a918
Cristian Perez,"5' 9""","72""","Aug 17, 1999",http://ufcstats.com/fighter-details/d84033157714ee94
Mal Foki,"5' 7""",--,"Mar 16, 1976",http://ufcstats.com/fighter-details/fa534853eb195270
Gabriel Carrasco,"5' 6""",--,--,http://ufcstats.com/fighter-details/89ed44801968b8e3
Ricardo Funch,"5' 10""","74""","Aug 14, 1980",http://ufcstats.com/fighter-details/e9e1acc96536bb4f
Drew Brokenshire,--,--,--,http://ufcstats.com/fighter-details/aa571d75f80fde7d
James Llontop,"6' 0""","73""","Aug 02, 1999",http://ufcstats.com/fighter-details/93b2b7caa457cbea
Gabriel Miranda,"5' 11""","71""","Mar 25, 1990",http://ufcstats.com/fighter-details/b909a9a9688b5284
Al Matavao,"5' 8""","67""","Feb 23, 1994",http://ufcstats.com/fighter-details/eec3fe66a8b11a26
Kiril Sidelnikov,"5' 11""",--,"Aug 17, 1988",http://ufcstats.com/fighter-details/cf772fb504842dc3
Mario Sousa,"6' 3""","79""","Oct 20, 1996",http://ufcstats.com/fighter-details/72782745eb47161a
Kyle Noblitt,"6' 2""",--,"Dec 26, 1989",http://ufcstats.com/fighter-details/4acf03bdec2025d7
Chris Coggins,--,--,--,http://ufcstats.com/fighter-details/a0c29b13f7a5df32
Brandon Magana,--,--,--,http://ufcstats.com/fighter-details/2015c944226ad2df
Tobias Harila,--,--,"Jan 13, 1994",http://ufcstats.com/fighter-details/4d1e92b61bcef308
Yohan Lainesse,"6' 1""","76""","Aug 14, 1992",http://ufcstats.com/fighter-details/f998f5c102250d6e
Kaik Brito,"5' 11""","72""","Mar 26, 1997",http://ufcstats.com/fighter-details/b07f14fc0e53f8bd
Ding Meng,"6' 2""","73""","Sep 27, 1994",http://ufcstats.com/fighter-details/e0664abaa023fd6f
Kyle Levinton,--,--,--,http://ufcstats.com/fighter-details/81ddc98fceb30086
Manny Tapia,"5' 5""","67""","Mar 14, 1981",http://ufcstats.com/fighter-details/0eec866a077889f0
Juancamilo Ronderos,"5' 3""","64""","Feb 17, 1995",http://ufcstats.com/fighter-details/4a043165cf47cab2
Colleen Schneider,--,--,"Mar 12, 1982",http://ufcstats.com/fighter-details/aa943b9bc00cb0ed
Cezar Ferreira,"6' 1""","78""","Feb 15, 1985",http://ufcstats.com/fighter-details/dbc17725b887860a
Andy Waters,"6' 0""",--,"Feb 08, 1985",http://ufcstats.com/fighter-details/103e2e67919379c5
Nad Narimani,"5' 8""","70""","Apr 14, 1987",http://ufcstats.com/fighter-details/776a58a67665a171
Murilo Rua,"5' 11""",--,"May 22, 1980",http://ufcstats.com/fighter-details/90e7447d8b7f3f35
Maria Oliveira,"5' 6""","69""","Dec 12, 1996",http://ufcstats.com/fighter-details/37d752ec41ed84bb
Sergey Ignatov,"5' 9""",--,"Oct 13, 1971",http://ufcstats.com/fighter-details/df9e9c1f65805d29
Marina Rodriguez,"5' 6""","65""","Apr 29, 1987",http://ufcstats.com/fighter-details/cd2c4d30c6e13b47
Azamat Nuftillaev,"6' 0""","77""","Jan 01, 1994",http://ufcstats.com/fighter-details/b37321c0bb9e8570
Tito Jones,"5' 8""",--,"Jul 31, 1981",http://ufcstats.com/fighter-details/7b223a22a6c26868
Keigo Kunihara,"6' 0""",--,--,http://ufcstats.com/fighter-details/782a2a17d3e38fdf
Tebaris Gordon,"6' 1""",--,"Jul 19, 1988",http://ufcstats.com/fighter-details/68c4ca70067bf282
Wes Albritton,"5' 10""",--,--,http://ufcstats.com/fighter-details/184b955181bdef52
Jakob Lovstad,"6' 3""",--,"Dec 28, 1979",http://ufcstats.com/fighter-details/ad044be25c94dcfd
Ismael Bonfim,"5' 8""","71""","Dec 28, 1995",http://ufcstats.com/fighter-details/eb393afdbe3293d5
Justin Robbins,"5' 5""",--,"Jul 29, 1980",http://ufcstats.com/fighter-details/3b2485c8d5c8b580
Kimo Leopoldo,"6' 3""",--,"Jan 05, 1968",http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3
Stephen Bass,"5' 9""",--,"Nov 14, 1982",http://ufcstats.com/fighter-details/1cecc8fe6748a532
Muhammad Naimov,"5' 9""","70""","Aug 07, 1994",http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7
Tony Johnson,"6' 2""","76""","May 02, 1983",http://ufcstats.com/fighter-details/3641a0d117e9bc6c
Ivana Petrovic,"5' 8""","70""","Jun 11, 1994",http://ufcstats.com/fighter-details/38c5817ade8a8014
Olivier Aubin-Mercier,"5' 9""","70""","Feb 23, 1989",http://ufcstats.com/fighter-details/55ee431411ccf07a
Kurt Pellegrino,"5' 8""","70""","May 07, 1979",http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1
Krzysztof Soszynski,"6' 1""","77""","Aug 02, 1977",http://ufcstats.com/fighter-details/59583ff832fe9d68
Maciej Jewtuszko,"6' 0""",--,"Jan 31, 1981",http://ufcstats.com/fighter-details/6b5b9be990774f0e
Estefani Almeida,"5' 4""",--,"Oct 17, 1988",http://ufcstats.com/fighter-details/f16ddfa31236efed
Ryan Loder,"6' 2""","76""","Jun 05, 1991",http://ufcstats.com/fighter-details/d5bab53a1a603aac
Ian Butler,"5' 8""",--,--,http://ufcstats.com/fighter-details/6b8fd98eb52363d1
Tomohiko Hashimoto,"6' 0""",--,"Aug 16, 1977",http://ufcstats.com/fighter-details/a890f9a791ed615d
Aleksei Oleinik,"6' 2""","80""","Jun 20, 1977",http://ufcstats.com/fighter-details/98c23cb6da5b3352
Chris Fishgold,"5' 8""","68""","Jun 06, 1992",http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
Ricardo Ramos,"5' 9""","72""","Aug 01, 1995",http://ufcstats.com/fighter-details/1ae8f3c723aacff4
Diego Henrique da Silva,"6' 2""",--,"Aug 22, 1986",http://ufcstats.com/fighter-details/1649770c649db6a5
Chelsea Chandler,"5' 8""","68""","Nov 23, 1990",http://ufcstats.com/fighter-details/af9efbfd63d39734
Oli Thompson,"6' 1""","75""","Jan 02, 1980",http://ufcstats.com/fighter-details/dcdd511ff757f15c
Tiki Ghosn,"5' 10""",--,"Feb 09, 1977",http://ufcstats.com/fighter-details/cb6783c39c01d896
Sergio Moraes,"6' 0""","72""","Jul 23, 1982",http://ufcstats.com/fighter-details/1bcaac2d99b90fce
Jason Riley,"6' 6""",--,"Sep 22, 1975",http://ufcstats.com/fighter-details/995af04c697d78b7
Mike Budnik,"5' 9""","68""","Aug 08, 1974",http://ufcstats.com/fighter-details/b98209144b63ae26
David Kaplan,"5' 7""",--,"Nov 16, 1979",http://ufcstats.com/fighter-details/5669b828e7e11329
Juan Alcain,--,--,--,http://ufcstats.com/fighter-details/39f62b833e4cf126
Karl Roberson,"6' 1""","74""","Oct 04, 1990",http://ufcstats.com/fighter-details/37d5b176d438d2a5
Yuta Sasaki,"5' 10""","71""","Oct 07, 1989",http://ufcstats.com/fighter-details/7c3c48cf54a2848e
Matt Schnell,"5' 8""","70""","Jan 15, 1990",http://ufcstats.com/fighter-details/67c1d46f4ed16f9e
Leonardo Guimaraes,"6' 0""",--,"Apr 15, 1982",http://ufcstats.com/fighter-details/cc98d857b148e33a
Leiticia Pestova,"5' 6""",--,"Jan 15, 1984",http://ufcstats.com/fighter-details/f3743d8ef5dde970
Walel Watson,"5' 11""","75""","Jul 16, 1984",http://ufcstats.com/fighter-details/92aafa8f4b26269b
Angela Magana,"5' 1""","65""","Aug 02, 1983",http://ufcstats.com/fighter-details/bd878a638e0e3be3
Kevin Lee,"5' 9""","77""","Sep 04, 1992",http://ufcstats.com/fighter-details/ee9ebceabfd16fa7
Achilles Estremadura,"5' 10""","68""","Mar 11, 1992",http://ufcstats.com/fighter-details/41f3cfdab0b22236
Rostem Akman,"5' 10""","72""","Dec 19, 1991",http://ufcstats.com/fighter-details/1fc64507a0cb38cf
Marcus Hicks,"5' 6""","64""","Nov 25, 1975",http://ufcstats.com/fighter-details/e69c5ce12f4e762b
Melsik Baghdasaryan,"5' 9""","70""","Jan 28, 1992",http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Helio Dipp,"6' 5""",--,"Dec 12, 1979",http://ufcstats.com/fighter-details/73eb2a552c92a821
Viscardi Andrade,"5' 11""","75""","Mar 08, 1984",http://ufcstats.com/fighter-details/d221ee27afc7a60e
Brandon Girtz,"5' 7""",--,"Mar 06, 1985",http://ufcstats.com/fighter-details/81f1810f72df8f25
Kyle Watson,"6' 0""",--,"Aug 09, 1979",http://ufcstats.com/fighter-details/d7b2c0b53883ee80
Magno Almeida,"6' 0""",--,"Jun 06, 1985",http://ufcstats.com/fighter-details/d615d6a10a4704cd
Haven Torres,--,--,--,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c
Yoislandy Izquierdo,"5' 11""",--,"Jan 09, 1984",http://ufcstats.com/fighter-details/afc2a7ce0c763bd5
Gerald Harris,"5' 11""","77""","Nov 19, 1979",http://ufcstats.com/fighter-details/c4b81cdecd5d6abe
Kevin Holland,"6' 3""","81""","Nov 05, 1992",http://ufcstats.com/fighter-details/3a46b268013afede
Nina Nunes,"5' 5""","64""","Dec 03, 1985",http://ufcstats.com/fighter-details/d343df8ba11f4c4e
Louis Taylor,"5' 11""",--,"May 12, 1979",http://ufcstats.com/fighter-details/49bddfee9ed54cf3
Bevon Lewis,"6' 3""","79""","May 05, 1991",http://ufcstats.com/fighter-details/899923ff6ab13917
Jake Collier,"6' 3""","78""","Oct 25, 1988",http://ufcstats.com/fighter-details/92fa1401b7927da3
Roman Dolidze,"6' 2""","76""","Jul 15, 1988",http://ufcstats.com/fighter-details/327d5f279895110d
Mark Munoz,"6' 0""","71""","Feb 09, 1978",http://ufcstats.com/fighter-details/179f1948dc234f1f
