name,record,height,weight,reach,stance,dob,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,url
Matt Van Buren,7-6-0,"6' 5""",205 lbs.,--,,"Jun 12, 1986",:7.73,:45%,:6.82,:49%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/7b39035fae7268b8
Josh Thomson,22-9-0 (1 NC),"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",:2.59,:47%,:2.12,:64%,:1.92,:39%,:54%,:1.3,http://ufcstats.com/fighter-details/a566371ba2ad7152
Dennis Olson,14-11-0,"6' 0""",170 lbs.,--,,--,:1.02,:42%,:5.27,:38%,:2.77,:40%,:0%,:0.0,http://ufcstats.com/fighter-details/8e0709784259402d
Colby Thicknesse,8-1-0,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 23, 1999",:3.33,:42%,:2.80,:50%,:1.00,:9%,:50%,:0.5,http://ufcstats.com/fighter-details/ed7d329d7c29428d
Jon Olav Einemo,6-3-0,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",:2.15,:52%,:3.05,:52%,:1.73,:55%,:43%,:0.0,http://ufcstats.com/fighter-details/0577808d22dfe79c
Branden Lee Hinkle,17-11-0 (1 NC),"6' 3""",235 lbs.,--,Orthodox,"Jul 29, 1973",:2.61,:69%,:3.91,:26%,:4.34,:57%,:66%,:4.3,http://ufcstats.com/fighter-details/06f0ffa6446c5b6d
Colton Smith,7-4-0,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987",:1.64,:41%,:2.30,:51%,:4.09,:36%,:25%,:1.4,http://ufcstats.com/fighter-details/2e25c1d983c26311
Jai Herbert,13-6-1,"6' 1""",155 lbs.,"77""",Orthodox,"May 13, 1988",:3.07,:40%,:3.26,:53%,:0.43,:21%,:66%,:0.0,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4
Stefan Klever,6-1-0,--,185 lbs.,--,Orthodox,--,:0.82,:50%,:3.84,:58%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/bc3876891e155bb5
Desmond Green,23-8-0,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",:3.70,:46%,:2.51,:69%,:1.62,:50%,:75%,:0.0,http://ufcstats.com/fighter-details/f046d724d2a84ac5
Stevie Lynch,5-2-0,"5' 10""",170 lbs.,--,Orthodox,--,:2.47,:25%,:7.06,:41%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/710d93f1508f7104
Jorge Patino,38-19-2 (2 NC),"5' 8""",170 lbs.,--,Orthodox,"Aug 05, 1973",:1.33,:30%,:3.14,:53%,:0.54,:25%,:50%,:0.0,http://ufcstats.com/fighter-details/c8cca8f3de5be4b4
Ketlen Vieira,15-4-0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",:2.84,:41%,:3.72,:51%,:1.28,:43%,:90%,:0.5,http://ufcstats.com/fighter-details/b9706f80d005036c
Aleksa Camur,6-3-0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 25, 1995",:4.73,:57%,:4.26,:54%,:0.46,:22%,:50%,:0.0,http://ufcstats.com/fighter-details/c2a670b22d2e196f
Arman Ashimov,11-3-1,"5' 6""",125 lbs.,--,,"Jan 14, 1992",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/d26a0988c9dc9886
Andre Gusmao,6-3-0,"6' 0""",205 lbs.,--,Orthodox,"May 19, 1977",:2.79,:43%,:3.28,:60%,:0.00,:0%,:60%,:0.0,http://ufcstats.com/fighter-details/cc300e9aa3063431
Nick Urso,10-3-0 (1 NC),"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985",:3.61,:45%,:5.06,:36%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/e78c4c3d329c531b
Brahyam Zurcher,9-1-0,"5' 10""",145 lbs.,"70""",Orthodox,"Mar 10, 1996",:1.86,:15%,:5.57,:59%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/392878af4680849f
Shayilan Nuerdanbieke,39-12-0,"5' 8""",145 lbs.,"69""",Orthodox,"May 04, 1994",:1.95,:45%,:2.64,:50%,:3.30,:35%,:28%,:0.2,http://ufcstats.com/fighter-details/0a73acff6325c1e2
Michael Bravo,7-4-0,--,155 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/dc63542668295c23
Justin McElfresh,6-4-0,"6' 6""",205 lbs.,--,Orthodox,"Jan 04, 1980",:4.59,:26%,:12.79,:41%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/49c29e57d4e2be6f
Rodrigo Gracie,6-2-1,"6' 0""",183 lbs.,--,Orthodox,"Apr 11, 1975",:1.34,:51%,:0.86,:46%,:1.49,:50%,:75%,:0.4,http://ufcstats.com/fighter-details/36877f0e62b25b96
Mara Romero Borella,12-9-0 (2 NC),"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986",:2.54,:37%,:2.48,:71%,:1.83,:44%,:66%,:0.2,http://ufcstats.com/fighter-details/82cbb809d5ee565c
Brandon Holmes,5-1-0,"6' 2""",185 lbs.,"74""",Orthodox,"Feb 05, 1997",:4.72,:45%,:8.76,:50%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/f295d50c56339ab6
Hannah Goldy,6-4-0,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992",:5.19,:47%,:4.67,:50%,:0.66,:12%,:54%,:0.2,http://ufcstats.com/fighter-details/26e3f3928b1891d9
Haven Torres,0-0-0,--,125 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c
Todd Gouwenberg,9-5-0,"6' 1""",205 lbs.,--,Orthodox,"Sep 25, 1974",:0.52,:23%,:2.93,:42%,:1.57,:33%,:50%,:0.0,http://ufcstats.com/fighter-details/c44acf87e376c62b
Jeremie Holloway,8-3-0,"6' 0""",170 lbs.,--,,"Sep 29, 1984",:0.81,:50%,:0.51,:79%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/ee28aa7f1043756c
Cheick Kongo,27-10-2,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",:3.33,:56%,:1.28,:54%,:2.30,:56%,:52%,:0.2,http://ufcstats.com/fighter-details/1eacf73d6a0055dc
Ebenezer Fontes Braga,13-7-2,"6' 0""",199 lbs.,--,Orthodox,"Apr 14, 1969",:2.42,:50%,:0.42,:71%,:0.00,:0%,:90%,:0.6,http://ufcstats.com/fighter-details/dc950d59dc590aca
Diego Brandao,22-11-0,"5' 7""",145 lbs.,"64""",Orthodox,"May 27, 1987",:2.94,:47%,:3.38,:62%,:3.21,:68%,:80%,:0.6,http://ufcstats.com/fighter-details/c2e3e67b5911bfb7
Leonardo Guimaraes,11-5-0 (1 NC),"6' 0""",185 lbs.,--,Orthodox,"Apr 15, 1982",:2.35,:56%,:2.99,:44%,:0.00,:0%,:52%,:1.0,http://ufcstats.com/fighter-details/cc98d857b148e33a
Luc Bondole,5-2-2,"6' 2""",205 lbs.,--,,--,:3.35,:51%,:2.04,:62%,:0.00,:0%,:0%,:1.8,http://ufcstats.com/fighter-details/8691881b31c16b88
William Gomis,15-3-0,"6' 0""",145 lbs.,"73""",Southpaw,"Jun 13, 1997",:3.48,:49%,:2.76,:61%,:0.86,:38%,:72%,:0.3,http://ufcstats.com/fighter-details/e1d40e8782d80bc2
Damir Mirenic,9-4-0,"6' 0""",185 lbs.,--,Orthodox,"Aug 02, 1974",:0.84,:50%,:9.86,:35%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/992c82450d96f726
Luigi Vendramini,9-3-0,"5' 8""",155 lbs.,"73""",Orthodox,"Jan 16, 1996",:2.82,:40%,:3.82,:57%,:1.11,:15%,:100%,:0.6,http://ufcstats.com/fighter-details/2f1a257d6777096d
Craig Zellner,4-3-0,"6' 2""",205 lbs.,--,Orthodox,"Sep 09, 1976",:0.61,:9%,:4.65,:61%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/3794e5e0bb0defb6
Damir Hadzovic,14-8-0,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",:3.34,:47%,:3.74,:59%,:0.91,:54%,:34%,:0.1,http://ufcstats.com/fighter-details/38c626ca912c7bac
Jarred Brooks,13-2-0,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993",:2.12,:46%,:1.66,:62%,:4.54,:57%,:69%,:0.6,http://ufcstats.com/fighter-details/81d9df19e255b8b6
Robert Bryczek,18-6-0,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 04, 1990",:3.74,:36%,:4.08,:59%,:0.56,:100%,:85%,:0.0,http://ufcstats.com/fighter-details/f96856f9d69fd7e4
Trevor Smith,15-10-0,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981",:3.29,:55%,:3.31,:51%,:1.70,:32%,:60%,:0.7,http://ufcstats.com/fighter-details/f797f0c57a83353e
Rafael Carvalho,14-1-0,"6' 3""",185 lbs.,--,,"Jul 27, 1986",:1.94,:50%,:1.84,:54%,:2.77,:40%,:70%,:0.0,http://ufcstats.com/fighter-details/620d8710e89cfeae
Troy Mandaloniz,3-2-0,"5' 9""",170 lbs.,--,Orthodox,"Feb 01, 1980",:3.52,:56%,:4.71,:63%,:3.10,:66%,:57%,:0.0,http://ufcstats.com/fighter-details/725a834930c2b5bf
Mark Hominick,20-12-0,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982",:4.08,:42%,:4.18,:69%,:0.25,:66%,:71%,:0.9,http://ufcstats.com/fighter-details/0a97691039c4bbfb
Mark Choinski,8-1-0,"5' 8""",155 lbs.,"69""",Orthodox,"Oct 22, 1995",:3.87,:50%,:7.33,:33%,:2.00,:18%,:0%,:0.0,http://ufcstats.com/fighter-details/001eb2ab0f30e7ea
Mike Ciesnolevicz,19-4-0 (1 NC),"6' 0""",235 lbs.,--,Orthodox,"Oct 28, 1979",:0.51,:50%,:4.62,:57%,:0.00,:0%,:20%,:5.1,http://ufcstats.com/fighter-details/51b0bb73a1da34bc
Gabriel Bonfim,18-1-0,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997",:4.54,:45%,:3.53,:63%,:4.03,:55%,:76%,:1.6,http://ufcstats.com/fighter-details/01641ba5df0c69b0
Fedor Nikolov,0-0-0,--,--,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/346f789951e85f3f
Matheus Scheffel,14-7-0,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1992",:1.33,:36%,:3.00,:47%,:0.00,:0%,:100%,:0.0,http://ufcstats.com/fighter-details/a296ad1d238d97df
Shara Magomedov,16-1-0,"6' 2""",185 lbs.,"73""",Orthodox,"May 16, 1994",:5.93,:62%,:3.85,:43%,:0.00,:0%,:71%,:0.0,http://ufcstats.com/fighter-details/06734ca9d88dec3a
Fatima Kline,8-1-0,"5' 6""",115 lbs.,"67""",Orthodox,"Jul 12, 2000",:3.94,:49%,:2.29,:59%,:1.21,:60%,:50%,:0.0,http://ufcstats.com/fighter-details/745fa7b605f8e2da
Silvana Gomez Juarez,11-5-0,"5' 3""",115 lbs.,"65""",Orthodox,"Dec 06, 1984",:4.26,:32%,:4.04,:61%,:0.00,:0%,:30%,:0.0,http://ufcstats.com/fighter-details/b4880ef2f838d4e1
Eddie Mendez,8-3-1 (1 NC),"5' 10""",185 lbs.,--,,"Jan 16, 1984",:1.71,:33%,:3.43,:11%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/49e49b54e5901d0d
Milana Dudieva,11-6-0,"5' 3""",135 lbs.,--,Orthodox,"Aug 04, 1989",:0.87,:31%,:3.43,:58%,:2.34,:45%,:0%,:0.0,http://ufcstats.com/fighter-details/072a10e85f7d4bff
Toby Misech,9-5-0,"5' 8""",145 lbs.,--,Southpaw,"Mar 07, 1988",:3.27,:40%,:7.73,:46%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/3f87218a7aca84c4
Karolina Wojcik,9-2-0,"5' 2""",115 lbs.,--,Orthodox,"Dec 09, 1994",:2.67,:65%,:0.87,:62%,:2.00,:66%,:100%,:1.0,http://ufcstats.com/fighter-details/b99b3620839ea911
Travis Johnson,0-1-0,--,205 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/443835675e8fc6ca
Jason Knight,20-5-0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",:2.95,:33%,:3.02,:51%,:1.31,:31%,:47%,:1.7,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
Lucrezia Ria,8-2-0,"5' 6""",125 lbs.,--,Orthodox,"Jun 24, 1992",:4.07,:46%,:4.40,:45%,:1.00,:33%,:0%,:0.0,http://ufcstats.com/fighter-details/042cc07ad5a53a33
Cory Walmsley,8-2-0,"6' 0""",205 lbs.,--,Orthodox,--,:0.79,:100%,:1.18,:50%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee
Will Brooks,18-4-0,"5' 10""",155 lbs.,"72""",Orthodox,"Oct 08, 1986",:4.26,:59%,:2.54,:56%,:2.08,:51%,:82%,:0.3,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Micah Miller,20-8-0 (1 NC),"6' 0""",145 lbs.,--,Orthodox,"Feb 14, 1987",:1.33,:33%,:2.15,:54%,:0.98,:37%,:21%,:2.0,http://ufcstats.com/fighter-details/3ff0d0dc7a14bb50
Marco Tulio,14-1-0,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994",:7.54,:60%,:2.53,:61%,:0.88,:20%,:0%,:0.4,http://ufcstats.com/fighter-details/9384e71bca6c409d
Brian Davidson,13-4-0,"5' 6""",145 lbs.,--,,"Nov 22, 1975",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/42775dc893603154
Brandon Davis,14-10-0,"5' 10""",135 lbs.,"72""",Orthodox,"May 08, 1990",:4.68,:35%,:4.62,:58%,:0.74,:42%,:57%,:0.1,http://ufcstats.com/fighter-details/cc351e408bbb7d43
Tommy Gantt,11-0-0 (1 NC),"5' 11""",155 lbs.,"76""",Orthodox,"Jan 09, 1993",:1.08,:100%,:0.36,:66%,:10.78,:40%,:0%,:5.4,http://ufcstats.com/fighter-details/de83f920fd302871
Jamall Emmers,21-8-0,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",:5.45,:49%,:4.07,:56%,:1.74,:40%,:80%,:0.2,http://ufcstats.com/fighter-details/e00a3dee329a51f7
Marcel Fortuna,9-3-0,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985",:3.83,:46%,:4.52,:64%,:0.45,:8%,:75%,:0.5,http://ufcstats.com/fighter-details/d761b3766e38c5db
Randy Costa,6-4-0,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994",:6.53,:46%,:7.58,:58%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/325ad0dd9126d3df
Ashley Yoder,8-9-0,"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987",:3.42,:39%,:4.13,:47%,:1.09,:27%,:66%,:0.6,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8
Jason Reinhardt,20-3-0,"5' 6""",135 lbs.,--,Orthodox,"Oct 31, 1969",:0.51,:40%,:4.07,:43%,:1.91,:12%,:50%,:0.0,http://ufcstats.com/fighter-details/02500fb9fd79a974
Patryk Grabowski,5-1-0,--,205 lbs.,--,,"Nov 12, 1995",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/4e163b53d1de1fbc
Matt Skelton,0-1-0,"6' 3""",265 lbs.,--,Orthodox,"Jan 23, 1967",:0.00,:0%,:0.54,:0%,:0.00,:0%,:66%,:0.0,http://ufcstats.com/fighter-details/caced97768818230
Kevin Roddy,15-16-1 (1 NC),"5' 11""",145 lbs.,--,,--,:2.64,:30%,:2.38,:60%,:0.00,:0%,:50%,:0.0,http://ufcstats.com/fighter-details/1abf785143f8d5ec
Jamal Pogues,11-5-0,"6' 3""",205 lbs.,"77""",Orthodox,"Dec 01, 1995",:3.57,:46%,:3.97,:49%,:2.00,:46%,:70%,:0.0,http://ufcstats.com/fighter-details/f41b9f5efc7162d6
Tom Breese,12-3-0,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",:3.34,:50%,:2.81,:60%,:0.00,:0%,:70%,:1.1,http://ufcstats.com/fighter-details/1588b787bda7b540
Rinat Fakhretdinov,24-1-1,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1991",:5.03,:52%,:3.61,:54%,:3.91,:34%,:91%,:0.2,http://ufcstats.com/fighter-details/8f765fd5775a8873
Sarah Frota,9-2-0,"5' 6""",125 lbs.,"69""",Southpaw,"Apr 14, 1987",:4.52,:52%,:2.57,:55%,:0.00,:0%,:53%,:0.0,http://ufcstats.com/fighter-details/1641ef250e9de19b
Seth Petruzelli,14-8-0,"6' 0""",205 lbs.,"76""",Orthodox,"Dec 03, 1979",:2.17,:41%,:2.08,:55%,:0.46,:50%,:47%,:2.3,http://ufcstats.com/fighter-details/93b9496275bbbf80
Jin Soo Son,9-4-0,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993",:5.10,:36%,:7.63,:52%,:1.50,:25%,:100%,:0.0,http://ufcstats.com/fighter-details/7c9c6a884be167fe
Carlos Ulberg,14-1-0,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990",:6.54,:55%,:4.04,:51%,:0.55,:60%,:85%,:0.2,http://ufcstats.com/fighter-details/9014c02eff8b3d62
Adam Meredith,5-3-0,"6' 2""",170 lbs.,--,,--,:2.63,:50%,:2.11,:55%,:7.89,:100%,:100%,:7.9,http://ufcstats.com/fighter-details/c1135a6892e916db
Rob MacDonald,5-4-0,"6' 3""",205 lbs.,"78""",Orthodox,"Sep 05, 1978",:1.80,:50%,:2.04,:46%,:7.19,:80%,:80%,:5.4,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
Aaron Wilkinson,11-7-0,"5' 10""",155 lbs.,--,Orthodox,"Jan 31, 1987",:0.00,:0%,:0.00,:100%,:7.32,:100%,:0%,:0.0,http://ufcstats.com/fighter-details/338a11d3674eb2d4
Ante Delija,26-6-0,"6' 3""",239 lbs.,"78""",Orthodox,"Aug 07, 1990",:6.34,:46%,:1.95,:55%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/7d8435c56043b0ae
Hans Stringer,22-8-3,"6' 3""",205 lbs.,--,Orthodox,"Jul 06, 1987",:3.16,:61%,:2.84,:41%,:2.40,:36%,:62%,:0.0,http://ufcstats.com/fighter-details/523f6ad11dbe9b53
Carlos Prates,22-7-0,"6' 1""",170 lbs.,"78""",Switch,"Aug 17, 1993",:3.82,:54%,:4.80,:48%,:0.23,:100%,:84%,:0.0,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3
Kier Gooch,2-7-0,--,155 lbs.,--,,"Apr 21, 1986",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/1bda4867f1baceac
Kurt Pellegrino,16-7-0,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",:2.45,:43%,:1.94,:63%,:2.90,:54%,:69%,:0.8,http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1
Yuhi Sano,0-4-0,"5' 11""",243 lbs.,--,Orthodox,"Feb 02, 1965",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/4c12aa7ca246e7a4
Hector Sandoval,14-4-0,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",:3.31,:52%,:2.33,:65%,:3.49,:25%,:71%,:1.4,http://ufcstats.com/fighter-details/449c890bd90f3374
Jonathan Wilson,7-3-0,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987",:2.92,:48%,:5.65,:56%,:0.37,:100%,:80%,:0.0,http://ufcstats.com/fighter-details/cd01f0b768a32475
John Elam,2-0-0,--,--,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
Xiao Long,27-10-0,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 13, 1998",:5.25,:46%,:4.20,:50%,:0.69,:25%,:79%,:0.0,http://ufcstats.com/fighter-details/86bace9e4ad85542
Paul Capaldo,6-0-0,"5' 7""",135 lbs.,--,,"Dec 27, 1996",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/83b8fe74224dd642
Chi Lewis-Parry,7-0-1 (2 NC),"6' 9""",243 lbs.,--,,"Aug 10, 1983",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/a307a10414d0ad00
Anshul Jubli,7-2-0,"6' 0""",155 lbs.,"69""",Switch,"Jan 13, 1995",:6.42,:46%,:5.72,:50%,:0.81,:18%,:63%,:0.4,http://ufcstats.com/fighter-details/a72a2a769fa5a2be
Poppies Martinez,29-11-0,"5' 9""",145 lbs.,--,,"Aug 19, 1983",:2.88,:50%,:2.16,:51%,:1.54,:33%,:50%,:9.2,http://ufcstats.com/fighter-details/8851bb0418d27d28
Andy Ologun,3-1-0,"6' 0""",154 lbs.,--,Orthodox,"Jun 12, 1983",:2.36,:57%,:0.32,:85%,:0.68,:100%,:80%,:0.0,http://ufcstats.com/fighter-details/e96d8538d3f9d0ed
Grigory Popov,13-3-0,"5' 7""",135 lbs.,"68""",Switch,"Apr 18, 1984",:3.63,:37%,:4.20,:55%,:0.00,:0%,:45%,:0.0,http://ufcstats.com/fighter-details/d3fa5c5955397532
Patricia Alujas,9-3-0,"5' 4""",115 lbs.,"64""",Orthodox,"May 08, 1996",:5.83,:31%,:9.25,:44%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/430c533614d45813
Scott Smith,18-11-0 (1 NC),"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",:1.90,:27%,:5.87,:50%,:0.12,:6%,:58%,:0.5,http://ufcstats.com/fighter-details/3410cf010558dc8b
Chase Gibson,9-5-0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 07, 1990",:3.13,:54%,:6.40,:52%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/09439946214993bc
John Lewis,3-4-3,"6' 0""",155 lbs.,--,Southpaw,--,:0.00,:0%,:4.00,:66%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/4a01dc8376736ef5
Samuel Silva,13-5-1,"6' 0""",155 lbs.,"72""",Orthodox,"Jan 02, 1996",:2.58,:27%,:8.61,:37%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/04e0507b94014dbb
Sheymon Moraes,11-4-0,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",:3.00,:42%,:3.64,:63%,:0.00,:0%,:53%,:0.0,http://ufcstats.com/fighter-details/0d62719b1dcf7c40
Brad Imes,13-7-0,"6' 7""",265 lbs.,--,Orthodox,"Mar 13, 1977",:2.73,:31%,:4.24,:49%,:1.72,:71%,:0%,:1.0,http://ufcstats.com/fighter-details/4908c5ee68a50ee5
Brett Rogers,17-10-0 (1 NC),"6' 5""",265 lbs.,"81""",Orthodox,"Feb 17, 1981",:3.17,:44%,:3.20,:46%,:0.00,:0%,:58%,:0.0,http://ufcstats.com/fighter-details/9141bb39310773c7
Andrei Kopylov,6-11-0,"6' 2""",265 lbs.,--,Orthodox,"Jul 16, 1965",:0.33,:66%,:4.31,:40%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d
Joe Lauzon,28-16-0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",:2.84,:39%,:5.39,:54%,:2.39,:45%,:54%,:2.0,http://ufcstats.com/fighter-details/3bad7ef643840f67
Josh Fremd,11-6-0,"6' 4""",185 lbs.,"76""",Orthodox,"Jan 15, 1994",:2.52,:44%,:2.23,:47%,:0.66,:25%,:30%,:1.1,http://ufcstats.com/fighter-details/ca43de99b07b6b40
Yoshihiro Takayama,1-4-0,"6' 5""",280 lbs.,--,Orthodox,"Sep 19, 1968",:3.40,:54%,:5.69,:29%,:0.67,:33%,:55%,:0.0,http://ufcstats.com/fighter-details/d856a0080ac09ed7
Chris Drumm,0-1-0 (1 NC),"5' 8""",145 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/5fd834edd92c9e50
Andre Fialho,16-8-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Apr 07, 1994",:3.30,:41%,:6.26,:45%,:0.25,:100%,:66%,:0.0,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Natan Levy,8-2-0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 30, 1991",:3.70,:52%,:3.19,:58%,:5.03,:58%,:41%,:0.5,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
Allen Berube,4-3-0,"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974",:0.92,:80%,:0.92,:33%,:6.87,:100%,:0%,:3.4,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
Michael Oliveira,8-0-0,--,170 lbs.,--,,"Jan 21, 1998",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/037cfd34a27d59e9
Damonte Robinson,6-1-1,"6' 0""",155 lbs.,"77""",,"Jun 10, 1995",:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/2782235b078b72a7
Mark Cherico,11-1-0,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986",:3.69,:34%,:7.37,:56%,:5.03,:50%,:0%,:0.0,http://ufcstats.com/fighter-details/79a193111e3bc99b
Hiroyuki Takaya,21-14-2,"5' 6""",139 lbs.,--,Orthodox,"Jun 10, 1977",:3.18,:33%,:3.16,:60%,:0.90,:45%,:66%,:0.0,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9
Rei Tsuruya,10-1-0,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 2002",:2.24,:52%,:2.01,:42%,:5.06,:37%,:50%,:1.9,http://ufcstats.com/fighter-details/2f43a3e82661fa99
Antonio Jones,6-1-0,"5' 11""",185 lbs.,--,Orthodox,"Apr 12, 1985",:7.50,:55%,:30.00,:42%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/f1fd494586ab8d5f
Eric Schwartz,2-0-0,--,205 lbs.,--,,--,:0.00,:0%,:0.00,:0%,:0.00,:0%,:0%,:0.0,http://ufcstats.com/fighter-details/79cbdf233e5e0496
Jay Hieron,23-7-0,"6' 0""",170 lbs.,"75""",Orthodox,"Jul 29, 1976",:1.66,:32%,:1.89,:61%,:4.05,:60%,:66%,:1.0,http://ufcstats.com/fighter-details/5bb0a618ad03ac64
Donavon Frelow,6-3-0,"5' 7""",135 lbs.,--,Orthodox,"Jan 20, 1985",:2.40,:27%,:3.20,:52%,:1.00,:100%,:26%,:0.0,http://ufcstats.com/fighter-details/9aa56f004b2bca07
